matchid,homeawaystatus,teamid,teamname,local_count,local_mins,local_starters,local_sub,local_bench,foreign_count,foreign_mins,foreign_starters,foreign_sub,foreign_bench,local_forward_mins,local_midfield_mins,local_defender_mins,local_goalkeeper_mins,foreign_forward_mins,foreign_midfield_mins,foreign_defender_mins,foreign_goalkeeper_mins,shots,fouls,corners,redCards,yellowCards,offsides,dribbles,goals,xgPerShot,avgDistance,xg,progressiveRuns,touchesInBox,foulsSuffered,shotsOnTarget,shotsBlocked,shotsOutsideBox,shotsOutsideBoxOnTarget,shotsOnPost,shotsWide,shotsFromBox,shotsFromBoxOnTarget,freeKicks,shotsFromDangerZone,totalThrowIns,leftThrowIns,rightThrowIns,possessionPercent,purePossessionTime,possessionNumber,avgPossessionDuration,reachingOpponentHalf,reachingOpponentBox,possession1-15,possession16-30,possession31-45,possession46-60,possession61-75,possession76-90,possession91-105,possession106-120,minutesOfPossession1-15,minutesOfPossession16-30,minutesOfPossession31-45,minutesOfPossession46-60,minutesOfPossession61-75,minutesOfPossession76-90,minutesOfPossession91-105,minutesOfPossession106-120,totalshots,withShots,positionalAttack,positionalWithShots,counterAttacks,freeKicksWithShot,cornersWithShot,tackles,interceptions,clearances,ppda,oppo_shots,oppo_fouls,oppo_corners,oppo_redCards,oppo_yellowCards,oppo_offsides,oppo_dribbles,oppo_goals,oppo_xgPerShot,oppo_avgDistance,oppo_xg,oppo_progressiveRuns,oppo_touchesInBox,oppo_foulsSuffered,oppo_shotsOnTarget,oppo_shotsBlocked,oppo_shotsOutsideBox,oppo_shotsOutsideBoxOnTarget,oppo_shotsOnPost,oppo_shotsWide,oppo_shotsFromBox,oppo_shotsFromBoxOnTarget,oppo_freeKicks,oppo_shotsFromDangerZone,oppo_totalThrowIns,oppo_leftThrowIns,oppo_rightThrowIns,oppo_possessionPercent,oppo_purePossessionTime,oppo_possessionNumber,oppo_avgPossessionDuration,oppo_reachingOpponentHalf,oppo_reachingOpponentBox,oppo_possession1-15,oppo_possession16-30,oppo_possession31-45,oppo_possession46-60,oppo_possession61-75,oppo_possession76-90,oppo_possession91-105,oppo_possession106-120,oppo_minutesOfPossession1-15,oppo_minutesOfPossession16-30,oppo_minutesOfPossession31-45,oppo_minutesOfPossession46-60,oppo_minutesOfPossession61-75,oppo_minutesOfPossession76-90,oppo_minutesOfPossession91-105,oppo_minutesOfPossession106-120,oppo_totalshots,oppo_withShots,oppo_positionalAttack,oppo_positionalWithShots,oppo_counterAttacks,oppo_freeKicksWithShot,oppo_cornersWithShot,oppo_tackles,oppo_interceptions,oppo_clearances,oppo_ppda,season
5433949,home,14868,Tampines Rovers,14,668,7,4,3,4,362,4,0,0,138,309,131,90,92,90,180,0,12,11,6,0,1,0,26,2,0.093,19.5,1.111,9,19,14,4,4,6,3,0,4,6,1,4,4,24,15,9,72,"1 day, 12:24:00",109,0:20:00,62,15,77,86,63,53,69,79,0,0,6:19:00,7:00:00,5:51:00,3:37:00,5:10:00,8:24:00,0:00:00,0:00:00,46,10,30,6,1,3,0,5,27,6,6,12,11,6,0,1,0,26,2,0.093,19.5,1.111,9,19,14,4,4,6,3,0,4,6,1,4,4,24,15,9,72,"1 day, 12:24:00",109,0:20:00,62,15,77,86,63,53,69,79,0,0,6:19:00,7:00:00,5:51:00,3:37:00,5:10:00,8:24:00,0:00:00,0:00:00,46,10,30,6,1,3,0,5,27,6,6,2023
5433949,away,19382,Brunei DPMM,0,0,0,0,0,20,990,11,5,4,0,0,0,0,180,546,174,90,11,14,2,0,2,1,27,0,0.157,20.7,1.725,10,12,10,2,3,6,1,1,5,5,1,4,4,15,8,7,28,14:09:00,96,0:08:00,45,10,23,14,37,47,31,21,0,0,1:52:00,1:06:00,3:28:00,3:12:00,2:18:00,2:10:00,0:00:00,0:00:00,31,9,23,7,2,2,0,3,50,23,16.2,11,14,2,0,2,1,27,0,0.157,20.7,1.725,10,12,10,2,3,6,1,1,5,5,1,4,4,15,8,7,28,14:09:00,96,0:08:00,45,10,23,14,37,47,31,21,0,0,1:52:00,1:06:00,3:28:00,3:12:00,2:18:00,2:10:00,0:00:00,0:00:00,31,9,23,7,2,2,0,3,50,23,16.2,2023
5433503,home,14873,Tanjong Pagar Utd,16,659,7,3,6,4,254,4,0,0,54,70,445,90,41,90,123,0,12,11,4,0,0,0,21,3,0.163,18.6,1.95,9,10,4,6,1,5,0,0,5,7,6,1,4,19,11,8,61,"1 day, 0:30:00",98,0:15:00,55,9,70,64,71,42,60,55,0,0,5:06:00,4:41:00,6:08:00,2:44:00,1:35:00,4:13:00,0:00:00,0:00:00,35,12,26,9,2,1,1,4,43,22,6.5,12,11,4,0,0,0,21,3,0.163,18.6,1.95,9,10,4,6,1,5,0,0,5,7,6,1,4,19,11,8,61,"1 day, 0:30:00",98,0:15:00,55,9,70,64,71,42,60,55,0,0,5:06:00,4:41:00,6:08:00,2:44:00,1:35:00,4:13:00,0:00:00,0:00:00,35,12,26,9,2,1,1,4,43,22,6.5,2023
5433503,away,14869,Lion City Sailors,17,779,8,5,4,3,244,3,0,0,40,188,461,90,188,56,0,0,13,4,7,0,0,0,20,1,0.128,22.2,1.657,9,14,11,4,5,8,3,1,3,5,1,2,3,25,16,9,39,15:42:00,106,0:08:00,51,9,30,36,29,58,40,45,0,0,2:13:00,2:35:00,2:33:00,3:49:00,1:04:00,3:25:00,0:00:00,0:00:00,36,12,25,9,2,0,0,7,38,19,11.3,13,4,7,0,0,0,20,1,0.128,22.2,1.657,9,14,11,4,5,8,3,1,3,5,1,2,3,25,16,9,39,15:42:00,106,0:08:00,51,9,30,36,29,58,40,45,0,0,2:13:00,2:35:00,2:33:00,3:49:00,1:04:00,3:25:00,0:00:00,0:00:00,36,12,25,9,2,0,0,7,38,19,11.3,2023
5433504,home,14866,Albirex Niigata,6,136,2,0,4,14,854,9,4,1,46,0,0,90,178,226,450,0,21,20,5,0,0,0,24,3,0.112,17.7,2.348,18,31,10,4,8,6,1,2,7,15,3,1,7,22,14,8,62,"1 day, 4:20:00",104,0:16:00,75,22,66,73,56,52,64,63,0,0,4:45:00,6:10:00,5:20:00,3:04:00,4:39:00,4:19:00,0:00:00,0:00:00,51,21,42,19,1,0,1,2,32,16,5,21,20,5,0,0,0,24,3,0.112,17.7,2.348,18,31,10,4,8,6,1,2,7,15,3,1,7,22,14,8,62,"1 day, 4:20:00",104,0:16:00,75,22,66,73,56,52,64,63,0,0,4:45:00,6:10:00,5:20:00,3:04:00,4:39:00,4:19:00,0:00:00,0:00:00,51,21,42,19,1,0,1,2,32,16,5,2023
5433504,away,14867,Young Lions,18,816,9,5,4,2,174,2,0,0,0,284,442,90,0,0,90,0,3,10,1,0,2,1,15,0,0.085,11.2,0.2555,5,6,20,1,0,0,0,0,2,3,1,6,1,24,12,12,38,17:05:00,109,0:09:00,36,6,34,27,44,48,36,37,0,0,2:29:00,2:15:00,4:12:00,2:51:00,2:39:00,2:35:00,0:00:00,0:00:00,24,3,16,1,2,1,1,3,38,13,13.2,3,10,1,0,2,1,15,0,0.085,11.2,0.2555,5,6,20,1,0,0,0,0,2,3,1,6,1,24,12,12,38,17:05:00,109,0:09:00,36,6,34,27,44,48,36,37,0,0,2:29:00,2:15:00,4:12:00,2:51:00,2:39:00,2:35:00,0:00:00,0:00:00,24,3,16,1,2,1,1,3,38,13,13.2,2023
5433505,home,14868,Tampines Rovers,16,659,8,2,6,4,305,3,1,0,145,248,176,90,90,90,125,0,7,17,5,0,3,2,37,1,0.082,20.3,0.5716,16,24,19,2,2,2,0,0,3,5,2,2,1,20,14,6,60,"1 day, 0:28:00",101,0:14:00,59,15,47,61,74,59,65,63,0,0,4:19:00,4:07:00,3:26:00,5:02:00,3:47:00,3:45:00,0:00:00,0:00:00,29,7,21,4,0,0,2,2,27,5,5.6,7,17,5,0,3,2,37,1,0.082,20.3,0.5716,16,24,19,2,2,2,0,0,3,5,2,2,1,20,14,6,60,"1 day, 0:28:00",101,0:14:00,59,15,47,61,74,59,65,63,0,0,4:19:00,4:07:00,3:26:00,5:02:00,3:47:00,3:45:00,0:00:00,0:00:00,29,7,21,4,0,0,2,2,27,5,5.6,2023
5433505,away,14870,Geylang International,16,660,7,3,6,4,360,4,0,0,107,364,99,90,0,270,90,0,7,20,7,0,3,4,17,1,0.143,18.9,0.9983,7,8,14,2,0,3,1,0,5,4,1,2,3,18,6,12,40,16:31:00,98,0:10:00,39,5,53,39,26,41,35,37,0,0,4:57:00,2:39:00,1:13:00,3:29:00,2:01:00,2:10:00,0:00:00,0:00:00,29,7,17,5,1,0,1,5,44,19,8.7,7,20,7,0,3,4,17,1,0.143,18.9,0.9983,7,8,14,2,0,3,1,0,5,4,1,2,3,18,6,12,40,16:31:00,98,0:10:00,39,5,53,39,26,41,35,37,0,0,4:57:00,2:39:00,1:13:00,3:29:00,2:01:00,2:10:00,0:00:00,0:00:00,29,7,17,5,1,0,1,5,44,19,8.7,2023
5433506,home,14875,Hougang United,15,658,7,1,7,4,332,4,0,0,28,450,90,90,90,62,180,0,10,11,3,0,1,0,29,2,0.094,20.8,0.9409,10,11,12,4,2,4,1,0,4,6,3,2,1,25,12,13,43,19:15:00,109,0:10:00,50,10,46,36,41,42,58,39,0,0,3:24:00,2:17:00,3:41:00,3:11:00,3:03:00,3:36:00,0:00:00,0:00:00,29,10,20,5,2,0,1,11,57,24,7.4,10,11,3,0,1,0,29,2,0.094,20.8,0.9409,10,11,12,4,2,4,1,0,4,6,3,2,1,25,12,13,43,19:15:00,109,0:10:00,50,10,46,36,41,42,58,39,0,0,3:24:00,2:17:00,3:41:00,3:11:00,3:03:00,3:36:00,0:00:00,0:00:00,29,10,20,5,2,0,1,11,57,24,7.4,2023
5433506,away,14871,Balestier Khalsa,16,621,7,1,8,4,360,4,0,0,90,180,261,90,90,270,0,0,20,15,9,0,2,2,32,3,0.085,17.1,1.696,14,23,11,9,4,7,2,0,7,13,7,2,9,33,9,24,57,"1 day, 1:50:00",123,0:12:00,73,22,54,64,59,58,42,61,0,0,4:02:00,4:09:00,5:23:00,4:23:00,2:13:00,5:37:00,0:00:00,0:00:00,51,20,39,12,3,0,5,0,55,9,6.3,20,15,9,0,2,2,32,3,0.085,17.1,1.696,14,23,11,9,4,7,2,0,7,13,7,2,9,33,9,24,57,"1 day, 1:50:00",123,0:12:00,73,22,54,64,59,58,42,61,0,0,4:02:00,4:09:00,5:23:00,4:23:00,2:13:00,5:37:00,0:00:00,0:00:00,51,20,39,12,3,0,5,0,55,9,6.3,2023
5457706,home,14868,Tampines Rovers,14,664,7,3,4,4,360,4,0,0,108,335,131,90,90,90,180,0,14,13,7,0,2,4,48,2,0.201,16.6,2.813,21,30,10,5,3,4,1,0,6,10,4,1,7,22,11,11,62,"1 day, 4:56:00",97,0:17:00,73,22,70,74,61,41,67,61,0,0,6:05:00,6:42:00,5:14:00,3:29:00,2:37:00,4:47:00,0:00:00,0:00:00,57,12,41,9,1,1,1,3,37,5,4.5,14,13,7,0,2,4,48,2,0.201,16.6,2.813,21,30,10,5,3,4,1,0,6,10,4,1,7,22,11,11,62,"1 day, 4:56:00",97,0:17:00,73,22,70,74,61,41,67,61,0,0,6:05:00,6:42:00,5:14:00,3:29:00,2:37:00,4:47:00,0:00:00,0:00:00,57,12,41,9,1,1,1,3,37,5,4.5,2023
5457706,away,14871,Balestier Khalsa,15,632,7,4,4,4,358,4,0,0,86,128,328,90,90,268,0,0,14,11,2,0,2,2,31,3,0.197,18.4,2.764,13,20,11,7,2,4,1,1,4,10,6,1,5,14,7,7,38,17:31:00,100,0:10:00,37,13,30,26,39,59,33,39,0,0,2:32:00,2:19:00,3:19:00,5:00:00,1:18:00,3:01:00,0:00:00,0:00:00,30,13,15,7,5,1,0,4,49,28,19.5,14,11,2,0,2,2,31,3,0.197,18.4,2.764,13,20,11,7,2,4,1,1,4,10,6,1,5,14,7,7,38,17:31:00,100,0:10:00,37,13,30,26,39,59,33,39,0,0,2:32:00,2:19:00,3:19:00,5:00:00,1:18:00,3:01:00,0:00:00,0:00:00,30,13,15,7,5,1,0,4,49,28,19.5,2023
5457707,home,14866,Albirex Niigata,6,168,2,2,2,13,822,9,3,1,77,1,0,90,223,239,360,0,7,5,3,0,2,0,14,0,0.073,23.2,0.5126,14,14,19,1,3,4,1,1,2,3,0,4,3,10,6,4,52,"1 day, 4:48:00",96,0:18:00,53,11,53,57,41,41,55,63,0,0,4:22:00,4:59:00,3:19:00,3:55:00,4:39:00,7:32:00,0:00:00,0:00:00,35,5,20,4,0,3,1,4,39,10,14.3,7,5,3,0,2,0,14,0,0.073,23.2,0.5126,14,14,19,1,3,4,1,1,2,3,0,4,3,10,6,4,52,"1 day, 4:48:00",96,0:18:00,53,11,53,57,41,41,55,63,0,0,4:22:00,4:59:00,3:19:00,3:55:00,4:39:00,7:32:00,0:00:00,0:00:00,35,5,20,4,0,3,1,4,39,10,14.3,2023
5457707,away,14875,Hougang United,16,720,8,4,4,3,270,3,0,0,11,450,169,90,90,0,180,0,21,19,4,0,0,2,13,5,0.1,19.2,2.103,15,26,5,11,3,10,6,0,7,11,5,0,7,10,2,8,48,"1 day, 2:20:00",86,0:18:00,66,22,47,43,59,59,45,37,0,0,3:55:00,3:45:00,4:41:00,5:40:00,3:47:00,4:30:00,0:00:00,0:00:00,51,21,40,16,0,0,1,0,35,11,10.7,21,19,4,0,0,2,13,5,0.1,19.2,2.103,15,26,5,11,3,10,6,0,7,11,5,0,7,10,2,8,48,"1 day, 2:20:00",86,0:18:00,66,22,47,43,59,59,45,37,0,0,3:55:00,3:45:00,4:41:00,5:40:00,3:47:00,4:30:00,0:00:00,0:00:00,51,21,40,16,0,0,1,0,35,11,10.7,2023
5457708,home,14873,Tanjong Pagar Utd,16,640,7,4,5,4,291,4,0,0,108,136,306,90,80,90,121,0,11,21,2,1,3,2,17,2,0.298,15.4,3.273,8,13,7,6,2,4,1,0,3,7,5,3,6,23,11,12,34,14:49:00,98,0:09:00,49,12,28,26,20,40,46,41,0,0,2:23:00,1:54:00,1:20:00,2:52:00,2:56:00,3:21:00,0:00:00,0:00:00,31,9,26,7,3,1,0,4,47,27,11.1,11,21,2,1,3,2,17,2,0.298,15.4,3.273,8,13,7,6,2,4,1,0,3,7,5,3,6,23,11,12,34,14:49:00,98,0:09:00,49,12,28,26,20,40,46,41,0,0,2:23:00,1:54:00,1:20:00,2:52:00,2:56:00,3:21:00,0:00:00,0:00:00,31,9,26,7,3,1,0,4,47,27,11.1,2023
5457708,away,19382,Brunei DPMM,0,0,0,0,0,19,1003,11,4,4,0,0,0,0,180,500,233,90,12,8,4,1,1,0,30,1,0.063,20.6,0.7584,16,13,19,4,3,7,1,0,5,5,3,6,5,28,13,15,66,"1 day, 5:20:00",116,0:15:00,56,12,72,74,80,60,54,59,0,0,6:03:00,5:18:00,5:24:00,4:16:00,3:29:00,4:48:00,0:00:00,0:00:00,51,11,35,8,2,2,0,3,44,13,6,12,8,4,1,1,0,30,1,0.063,20.6,0.7584,16,13,19,4,3,7,1,0,5,5,3,6,5,28,13,15,66,"1 day, 5:20:00",116,0:15:00,56,12,72,74,80,60,54,59,0,0,6:03:00,5:18:00,5:24:00,4:16:00,3:29:00,4:48:00,0:00:00,0:00:00,51,11,35,8,2,2,0,3,44,13,6,2023
5457709,home,14869,Lion City Sailors,16,695,7,4,5,4,299,4,0,0,90,233,282,90,163,90,46,0,13,18,6,0,4,1,25,1,0.089,19.2,1.163,14,18,12,2,3,5,0,0,8,8,2,3,6,20,10,10,41,19:43:00,107,0:11:00,54,15,44,36,43,44,29,47,0,0,4:33:00,2:27:00,2:15:00,3:14:00,1:59:00,5:12:00,0:00:00,0:00:00,44,11,27,7,5,2,2,5,49,29,9.1,13,18,6,0,4,1,25,1,0.089,19.2,1.163,14,18,12,2,3,5,0,0,8,8,2,3,6,20,10,10,41,19:43:00,107,0:11:00,54,15,44,36,43,44,29,47,0,0,4:33:00,2:27:00,2:15:00,3:14:00,1:59:00,5:12:00,0:00:00,0:00:00,44,11,27,7,5,2,2,5,49,29,9.1,2023
5457709,away,14870,Geylang International,14,650,7,3,4,4,360,4,0,0,118,154,288,90,0,270,90,0,17,13,9,1,3,1,39,2,0.216,14.5,3.67,17,23,16,4,5,5,3,1,7,12,1,6,9,18,3,15,59,"1 day, 3:55:00",117,0:14:00,62,21,56,64,57,56,71,53,0,0,5:47:00,4:20:00,2:59:00,4:11:00,4:50:00,5:46:00,0:00:00,0:00:00,50,15,28,8,2,2,2,1,41,25,7.2,17,13,9,1,3,1,39,2,0.216,14.5,3.67,17,23,16,4,5,5,3,1,7,12,1,6,9,18,3,15,59,"1 day, 3:55:00",117,0:14:00,62,21,56,64,57,56,71,53,0,0,5:47:00,4:20:00,2:59:00,4:11:00,4:50:00,5:46:00,0:00:00,0:00:00,50,15,28,8,2,2,2,1,41,25,7.2,2023
5457710,home,14875,Hougang United,17,804,9,3,5,2,180,2,0,0,30,431,253,90,90,0,90,0,14,13,0,1,2,1,22,3,0.118,20.2,1.646,14,14,11,3,4,7,1,0,7,7,2,3,4,23,5,18,49,22:47:00,106,0:12:00,51,10,31,52,45,55,57,48,0,0,2:04:00,4:41:00,3:31:00,4:13:00,4:31:00,3:44:00,0:00:00,0:00:00,43,12,30,9,1,2,0,3,28,17,10.9,14,13,0,1,2,1,22,3,0.118,20.2,1.646,14,14,11,3,4,7,1,0,7,7,2,3,4,23,5,18,49,22:47:00,106,0:12:00,51,10,31,52,45,55,57,48,0,0,2:04:00,4:41:00,3:31:00,4:13:00,4:31:00,3:44:00,0:00:00,0:00:00,43,12,30,9,1,2,0,3,28,17,10.9,2023
5457710,away,14870,Geylang International,15,613,7,3,5,4,360,4,0,0,90,130,303,90,0,270,90,0,10,13,6,0,2,0,25,2,0.171,17,1.711,12,21,13,3,1,5,1,0,6,5,2,1,4,25,15,10,51,"1 day, 0:03:00",110,0:13:00,64,14,69,48,55,45,43,52,0,0,4:36:00,4:17:00,4:15:00,3:24:00,3:24:00,4:04:00,0:00:00,0:00:00,44,10,31,7,0,0,3,4,36,9,9.2,10,13,6,0,2,0,25,2,0.171,17,1.711,12,21,13,3,1,5,1,0,6,5,2,1,4,25,15,10,51,"1 day, 0:03:00",110,0:13:00,64,14,69,48,55,45,43,52,0,0,4:36:00,4:17:00,4:15:00,3:24:00,3:24:00,4:04:00,0:00:00,0:00:00,44,10,31,7,0,0,3,4,36,9,9.2,2023
5457711,home,14869,Lion City Sailors,17,735,8,1,8,3,255,3,0,0,105,360,180,90,165,90,0,0,12,19,4,0,5,1,16,3,0.172,16.2,2.067,4,21,9,4,5,3,0,0,3,9,4,4,7,18,4,14,35,16:25:00,102,0:09:00,54,16,31,43,35,31,26,40,0,0,2:22:00,3:48:00,2:08:00,3:02:00,1:34:00,3:29:00,0:00:00,0:00:00,39,11,26,7,4,3,2,6,51,28,8.2,12,19,4,0,5,1,16,3,0.172,16.2,2.067,4,21,9,4,5,3,0,0,3,9,4,4,7,18,4,14,35,16:25:00,102,0:09:00,54,16,31,43,35,31,26,40,0,0,2:22:00,3:48:00,2:08:00,3:02:00,1:34:00,3:29:00,0:00:00,0:00:00,39,11,26,7,4,3,2,6,51,28,8.2,2023
5457711,away,19382,Brunei DPMM,0,0,0,0,0,18,990,11,3,4,0,0,0,0,180,500,220,90,15,9,7,0,2,2,41,3,0.127,15.9,1.905,29,32,18,6,3,3,1,0,6,12,5,5,6,20,7,13,65,"1 day, 6:50:00",107,0:17:00,70,25,69,57,65,69,74,60,0,0,5:11:00,4:59:00,4:01:00,6:48:00,4:33:00,5:15:00,0:00:00,0:00:00,60,13,40,9,3,2,0,5,32,18,8,15,9,7,0,2,2,41,3,0.127,15.9,1.905,29,32,18,6,3,3,1,0,6,12,5,5,6,20,7,13,65,"1 day, 6:50:00",107,0:17:00,70,25,69,57,65,69,74,60,0,0,5:11:00,4:59:00,4:01:00,6:48:00,4:33:00,5:15:00,0:00:00,0:00:00,60,13,40,9,3,2,0,5,32,18,8,2023
5457712,home,14873,Tanjong Pagar Utd,16,736,8,4,4,3,262,3,0,0,182,152,312,90,82,90,90,0,22,14,9,0,1,3,36,3,0.238,14.9,5.235,15,33,11,10,3,8,2,3,6,14,8,4,13,15,5,10,56,"1 day, 2:19:00",108,0:14:00,64,23,80,57,67,45,32,46,0,0,6:41:00,4:55:00,6:02:00,2:53:00,2:06:00,3:41:00,0:00:00,0:00:00,51,21,33,13,4,2,3,3,44,20,7.6,22,14,9,0,1,3,36,3,0.238,14.9,5.235,15,33,11,10,3,8,2,3,6,14,8,4,13,15,5,10,56,"1 day, 2:19:00",108,0:14:00,64,23,80,57,67,45,32,46,0,0,6:41:00,4:55:00,6:02:00,2:53:00,2:06:00,3:41:00,0:00:00,0:00:00,51,21,33,13,4,2,3,3,44,20,7.6,2023
5457712,away,14868,Tampines Rovers,16,678,7,4,5,4,363,4,0,0,101,351,136,90,93,90,180,0,10,12,1,1,3,5,22,0,0.142,19.1,1.423,14,19,13,1,4,3,0,0,5,7,1,2,3,11,4,7,44,20:44:00,98,0:12:00,50,15,20,43,33,55,68,54,0,0,1:39:00,3:42:00,2:55:00,3:32:00,4:34:00,4:21:00,0:00:00,0:00:00,37,10,28,4,1,1,1,4,55,13,10.6,10,12,1,1,3,5,22,0,0.142,19.1,1.423,14,19,13,1,4,3,0,0,5,7,1,2,3,11,4,7,44,20:44:00,98,0:12:00,50,15,20,43,33,55,68,54,0,0,1:39:00,3:42:00,2:55:00,3:32:00,4:34:00,4:21:00,0:00:00,0:00:00,37,10,28,4,1,1,1,4,55,13,10.6,2023
5457713,home,14867,Young Lions,16,720,8,5,3,3,270,3,0,0,46,288,296,90,0,90,90,0,22,8,7,0,0,0,31,1,0.126,17.2,2.764,24,23,7,7,4,10,3,0,11,12,4,0,8,21,12,9,74,"1 day, 17:19:00",106,0:23:00,80,17,72,82,77,74,72,70,0,0,7:53:00,6:35:00,8:35:00,6:06:00,4:56:00,7:12:00,0:00:00,0:00:00,55,22,40,16,3,0,3,2,31,9,5.4,22,8,7,0,0,0,31,1,0.126,17.2,2.764,24,23,7,7,4,10,3,0,11,12,4,0,8,21,12,9,74,"1 day, 17:19:00",106,0:23:00,80,17,72,82,77,74,72,70,0,0,7:53:00,6:35:00,8:35:00,6:06:00,4:56:00,7:12:00,0:00:00,0:00:00,55,22,40,16,3,0,3,2,31,9,5.4,2023
5457713,away,14868,Tampines Rovers,16,676,7,4,5,4,360,4,0,0,90,346,150,90,90,90,180,0,9,7,3,0,0,1,10,0,0.067,19.6,0.5998,6,11,8,3,2,3,0,1,3,6,3,2,3,18,6,12,26,14:15:00,92,0:09:00,34,10,28,18,23,26,28,30,0,0,2:59:00,1:27:00,2:37:00,2:10:00,1:55:00,3:05:00,0:00:00,0:00:00,18,9,8,3,7,1,0,5,36,13,29.4,9,7,3,0,0,1,10,0,0.067,19.6,0.5998,6,11,8,3,2,3,0,1,3,6,3,2,3,18,6,12,26,14:15:00,92,0:09:00,34,10,28,18,23,26,28,30,0,0,2:59:00,1:27:00,2:37:00,2:10:00,1:55:00,3:05:00,0:00:00,0:00:00,18,9,8,3,7,1,0,5,36,13,29.4,2023
5457714,home,19382,Brunei DPMM,0,0,0,0,0,18,990,11,3,4,0,0,0,0,180,602,118,90,11,13,5,0,3,5,30,3,0.115,18.5,1.265,16,25,15,5,1,3,2,0,5,8,3,1,4,18,8,10,59,"1 day, 1:13:00",107,0:14:00,55,18,58,63,58,54,65,58,0,0,4:28:00,4:12:00,4:23:00,3:30:00,4:15:00,4:22:00,0:00:00,0:00:00,39,11,27,8,0,0,1,5,35,10,5.8,11,13,5,0,3,5,30,3,0.115,18.5,1.265,16,25,15,5,1,3,2,0,5,8,3,1,4,18,8,10,59,"1 day, 1:13:00",107,0:14:00,55,18,58,63,58,54,65,58,0,0,4:28:00,4:12:00,4:23:00,3:30:00,4:15:00,4:22:00,0:00:00,0:00:00,39,11,27,8,0,0,1,5,35,10,5.8,2023
5457714,away,14871,Balestier Khalsa,15,631,7,3,5,4,364,4,0,0,90,101,350,90,94,270,0,0,11,15,3,0,3,5,16,2,0.163,17.1,1.797,11,16,12,5,3,3,2,1,2,8,3,7,6,15,9,6,41,17:23:00,97,0:10:00,57,14,42,37,42,46,35,42,0,0,3:18:00,2:27:00,3:09:00,3:00:00,2:18:00,3:09:00,0:00:00,0:00:00,33,10,20,7,3,2,0,8,39,11,6.6,11,15,3,0,3,5,16,2,0.163,17.1,1.797,11,16,12,5,3,3,2,1,2,8,3,7,6,15,9,6,41,17:23:00,97,0:10:00,57,14,42,37,42,46,35,42,0,0,3:18:00,2:27:00,3:09:00,3:00:00,2:18:00,3:09:00,0:00:00,0:00:00,33,10,20,7,3,2,0,8,39,11,6.6,2023
5457715,home,14866,Albirex Niigata,6,136,2,1,3,14,854,9,3,2,46,0,0,90,209,285,360,0,17,11,4,0,2,1,23,3,0.171,17.4,2.9,12,17,7,8,2,8,3,0,7,9,5,3,8,13,6,7,49,20:46:00,86,0:14:00,49,14,64,60,57,39,39,34,0,0,4:32:00,3:00:00,5:49:00,1:46:00,3:29:00,2:09:00,0:00:00,0:00:00,34,17,24,11,1,1,2,5,52,17,12.4,17,11,4,0,2,1,23,3,0.171,17.4,2.9,12,17,7,8,2,8,3,0,7,9,5,3,8,13,6,7,49,20:46:00,86,0:14:00,49,14,64,60,57,39,39,34,0,0,4:32:00,3:00:00,5:49:00,1:46:00,3:29:00,2:09:00,0:00:00,0:00:00,34,17,24,11,1,1,2,5,52,17,12.4,2023
5457715,away,14869,Lion City Sailors,17,770,8,3,6,3,226,3,0,0,134,317,229,90,136,90,0,0,16,7,9,0,2,0,22,2,0.165,16.4,2.642,7,18,11,5,7,7,2,1,3,9,3,5,8,21,9,12,51,21:21:00,99,0:12:00,60,15,36,40,43,61,61,66,0,0,2:34:00,2:01:00,4:24:00,2:45:00,5:20:00,4:14:00,0:00:00,0:00:00,50,16,32,12,0,1,1,3,35,7,10.5,16,7,9,0,2,0,22,2,0.165,16.4,2.642,7,18,11,5,7,7,2,1,3,9,3,5,8,21,9,12,51,21:21:00,99,0:12:00,60,15,36,40,43,61,61,66,0,0,2:34:00,2:01:00,4:24:00,2:45:00,5:20:00,4:14:00,0:00:00,0:00:00,50,16,32,12,0,1,1,3,35,7,10.5,2023
5457716,home,14873,Tanjong Pagar Utd,17,733,8,3,6,3,270,3,0,0,168,128,347,90,90,90,90,0,22,12,11,0,1,2,44,2,0.167,16.6,3.675,23,36,9,8,8,8,4,0,6,14,4,2,11,19,6,13,57,"1 day, 2:05:00",109,0:14:00,83,27,51,46,53,52,74,65,0,0,3:44:00,3:23:00,3:29:00,4:41:00,4:14:00,6:32:00,0:00:00,0:00:00,67,21,48,12,2,1,4,3,34,12,8.8,22,12,11,0,1,2,44,2,0.167,16.6,3.675,23,36,9,8,8,8,4,0,6,14,4,2,11,19,6,13,57,"1 day, 2:05:00",109,0:14:00,83,27,51,46,53,52,74,65,0,0,3:44:00,3:23:00,3:29:00,4:41:00,4:14:00,6:32:00,0:00:00,0:00:00,67,21,48,12,2,1,4,3,34,12,8.8,2023
